source,condition_tag,section,resource_type,content,url,collection
WHO,anxiety,WHO response,condition_info,"WHO’s Comprehensive mental health action plan 2013–2030 highlights the steps required to provide appropriate interventions for people with mental health conditions, including anxiety disorders. Generalized anxiety disorder and panic disorder are included in the priority conditions covered by WHO’s mhGAP Programme. This programme aims to help countries increase services for people with mental, neurological and substance use disorders through care provided by health workers who are not specialists in mental health. WHO has developed brief psychological intervention manuals that may be delivered by lay therapists to individuals and groups. These interventions have been shown to be effective for multiple mental health problems, including anxiety and depression. An example is the Problem Management Plus (PM+) manual, which is based on principles of cognitive behavioural therapy and uses techniques like stress management, problem solving treatment and strengthening social support. Additionally, the Self-Help Plus (SH+) group-based stress management course and WHO’s popular Doing What Matters in Times of Stress self-help book describe skills that can be used to reduce anxiety and stress.",https://www.who.int/news-room/fact-sheets/detail/anxiety-disorders,clinical_guidelines
WHO,general,Key facts,condition_info,"Globally, more than a billion people live with a mental health condition. Affordable, effective and feasible strategies exist to promote, protect and restore mental health. The need for action on mental health is indisputable and urgent. Mental health has intrinsic and instrumental value and is integral to our well-being.",https://www.who.int/news-room/fact-sheets/detail/mental-health-strengthening-our-response,clinical_guidelines
WHO,general,Overview,condition_info,"Mental health is a state of mental well-being that enables people to cope with the stresses of life, realize their abilities, learn and work well, and contribute to their community. It has intrinsic and instrumental value and is a basic human right. Mental health exists on a complex continuum, which is experienced differently from one person to the next. At any one time, a diverse set of individual, family, community and structural factors may combine to protect or undermine mental health. Although most people are resilient, people who are exposed to adverse circumstances are at higher risk of developing a mental health condition. Mental health conditions include mental disorders and psychosocial disabilities as well as other mental states associated with significant distress, impairment in functioning, or risk of self-harm. Many mental health conditions can be effectively treated at relatively low cost, yet health systems remain significantly under-resourced and treatment gaps are wide all over the world.",https://www.who.int/news-room/fact-sheets/detail/mental-health-strengthening-our-response,clinical_guidelines
WHO,general,Risks and protective factors,condition_info,"The risks and protective factors that influence mental health operate at multiple levels. Individual factors such as emotional skills, substance use and genetics can increase vulnerability to mental health problems. Social and environmental factors – including poverty, violence, inequality and environmental deprivation – also increase the risk of experiencing mental health conditions. Risks can emerge at any stage of life, but those occurring during sensitive developmental periods, especially early childhood, are particularly harmful. For example, harsh parenting and physical punishment can damage child health and bullying is a leading risk factor for mental health conditions. Protective factors similarly occur throughout our lives and help build resilience. They include individual social and emotional skills, positive social interactions, access to quality education, decent work, safe neighbourhoods and strong community ties. Mental health risks and protective factors can be found at different scales. Local challenges affect individuals, families and communities, while global threats – such as economic downturns, disease outbreaks, humanitarian emergencies, forced displacement and climate change – impact entire populations. No single factor can reliably predict mental health outcomes. Many people exposed to risk factors never develop a mental health condition, while others may be affected without any known risk. However, the interplay of these determinants collectively shapes mental health over time.",https://www.who.int/news-room/fact-sheets/detail/mental-health-strengthening-our-response,clinical_guidelines
WHO,general,Mental health promotion and prevention,condition_info,"Promotion and prevention efforts aim to improve mental health by addressing individual, social and structural determinants of mental health. Interventions can be designed for individuals, specific groups or whole populations. Because many determinants lie outside the health sector, effective promotion and prevention programmes require cross-sector collaboration. Education, labour, justice, transport, environment, housing, and welfare sectors all have vital roles. The health sector can contribute by embedding promotion and prevention into its services and by leading or supporting multisectoral coordination. Suicide prevention is a global priority and part of the Sustainable Development Goals. Key strategies include limiting access to means, promoting responsible media reporting, supporting social and emotional learning for adolescents, and ensuring early intervention. Banning highly hazardous pesticides is a particularly inexpensive and cost–effective intervention for reducing suicide rates. Promoting child and adolescent mental health is another priority. Effective approaches include policies and laws that protect mental health, support for caregivers, school-based programmes and improvements to community and online environments. Among these, school-based social and emotional learning programmes are especially effective across all income levels. Mental health at work is a growing area of interest and can be supported through legislation and regulation, workplace policies, manager training and targeted interventions for workers.",https://www.who.int/news-room/fact-sheets/detail/mental-health-strengthening-our-response,clinical_guidelines
WHO,general,Mental health care and treatment,condition_info,"National efforts to strengthen mental health must focus not only on promoting mental well-being for all, but also on addressing the needs of people with mental health conditions. This is best achieved through community-based mental health care, which is more accessible and acceptable than institutional care, helps prevent human rights violations, and delivers better recovery outcomes. Such care should be provided through a coordinated network of services that comprise: integrated mental health services within general health care, typically in general hospitals and through task-sharing with non-specialist care providers in primary health care; dedicated community mental health services, such as community mental health centres and teams, psychosocial rehabilitation, peer support and supported living; and mental health support in non-health settings, including child protection services, school health programmes, and prisons. The vast care gap for common mental health conditions such as depression and anxiety means countries must also explore innovative approaches to expand and diversify care. These include non-specialist psychological interventions and digital self-help tools, which can be scaled efficiently and affordably.",https://www.who.int/news-room/fact-sheets/detail/mental-health-strengthening-our-response,clinical_guidelines
WHO,general,WHO response,condition_info,"All WHO Member States have committed to the Comprehensive mental health action plan 2013–2030, which aims to improve mental health through four key strategies focused on leadership, community-based care, promotion and prevention, and data. WHO’s latest analysis of country performance against the action plan, Mental health atlas 2024 , showed that progress towards the agreed targets remains insufficient. To accelerate action, WHO’s World mental health report: transforming mental health for all urges countries to focus on three transformative pathways: deepen the value given to mental health by individuals, communities and governments, backed by meaningful engagement and investment across sectors; reshape environments – in homes, schools, workplaces and communities – to better protect mental health and prevent mental health conditions; and strengthen mental health care by building community-based networks of accessible, affordable and quality services and supports that meet the full spectrum of needs. WHO places strong emphasis on human rights, empowering people with lived experience, and fostering multisectoral collaboration. WHO continues to work nationally and internationally – including in humanitarian settings – to provide strategic leadership, evidence, tools and technical support to help governments and partners drive a collective transformation towards better mental health for all.",https://www.who.int/news-room/fact-sheets/detail/mental-health-strengthening-our-response,clinical_guidelines
WHO,crisis,Key facts,crisis,"More than 720 000 people die due to suicide every year. Suicide is the third leading cause of death among 15–29-year-olds. Seventy-three per cent of global suicides occur in low- and middle-income countries. The reasons for suicide are multi-faceted, influenced by social, cultural, biological, psychological, and environmental factors present across the life-course. For every suicide there are many more people who attempt suicide. A prior suicide attempt is an important risk factor for suicide in the general population.",https://www.who.int/news-room/fact-sheets/detail/suicide,clinical_guidelines
WHO,crisis,Overview,crisis,"Every year 727 000 people take their own life and there are many more people who make suicide attempts. Every suicide is a tragedy that affects families, communities and entire countries and has long-lasting effects on the people left behind. Suicide occurs throughout the lifespan and was the third leading cause of death among 15–29-year-olds globally in 2021. Suicide does not just occur in high-income countries but is a global phenomenon in all regions of the world. In fact, close to three quarters (73%) of global suicides occurred in low- and middle-income countries in 2021. Suicide is a serious public health problem that requires a public health response. With timely, evidence-based and often low-cost interventions, suicides can be prevented. For national responses to be effective, a comprehensive multisectoral suicide prevention strategy is needed.",https://www.who.int/news-room/fact-sheets/detail/suicide,clinical_guidelines
WHO,crisis,Who is at risk?,crisis,"The link between suicide and mental disorders (in particular, depression and alcohol use disorders) and a previous suicide attempt is well established in high-income countries. However, many suicides happen impulsively in moments of crisis with a breakdown in the ability to deal with life stresses, such as financial problems, relationship disputes, or chronic pain and illness. In addition, experiencing conflict, disaster, violence, abuse or loss and a sense of isolation are strongly associated with suicidal behaviour. Suicide rates are also high among vulnerable groups who experience discrimination, such as refugees and migrants; indigenous peoples; lesbian, gay, bisexual, transgender, intersex (LGBTI) persons; and prisoners.",https://www.who.int/news-room/fact-sheets/detail/suicide,clinical_guidelines
WHO,crisis,Prevention and control,crisis,"There are several measures that can be taken at population, sub-population and individual levels to prevent suicide and self-harm. LIVE LIFE, WHO’s initiative for suicide prevention, recommends the following key effective evidence-based interventions: limit access to the means of suicide (e.g. pesticides, firearms, certain medications); interact with the media for responsible reporting of suicide; early identify, assess, manage and follow up anyone who is affected by suicidal behaviours. These need to go hand-in-hand with the following foundational pillars: situation analysis, multisectoral collaboration, awareness raising, capacity building, financing, surveillance and monitoring and evaluation. Suicide prevention efforts require coordination and collaboration among multiple sectors of society, including the health sector and other sectors such as education, labour, agriculture, business, justice, law, defence, politics and the media. These efforts must be comprehensive and integrated given the multifaceted nature of suicide.",https://www.who.int/news-room/fact-sheets/detail/suicide,clinical_guidelines
WHO,crisis,Stigma and taboo,crisis,"Stigma, particularly surrounding mental disorders and suicide, means many people thinking of taking their own life or who have attempted suicide are not seeking help and are therefore not getting the help they need. The prevention of suicide has not been adequately addressed due to a lack of awareness of suicide as a major public health problem and the taboo in many societies to openly discuss it. To date, only a few countries have included suicide prevention among their health priorities and only 38 countries report having a national suicide prevention strategy. Raising community awareness and breaking down the taboo is important for countries to make progress in preventing suicide.",https://www.who.int/news-room/fact-sheets/detail/suicide,clinical_guidelines
WHO,crisis,Data quality,crisis,"Globally, the availability and quality of data on suicide and self-harm is poor. Only some 80 WHO Member States have good-quality vital registration data that can be used directly to estimate suicide rates. This problem of poor-quality mortality data is not unique to suicide, but given the stigma surrounding suicide – and the illegality of suicidal behaviour in some countries – it is likely that under-reporting and misclassification are greater problems for suicide than for most other causes of death. Improved surveillance and monitoring of suicide and self-harm are required for effective suicide prevention strategies. Cross-national differences in the patterns of suicide, and changes in the rates, characteristics and methods of suicide, highlight the need for each country to improve the comprehensiveness, quality and timeliness of their suicide-related data. This includes vital registration of suicide, hospital-based registries of self-harm and nationally representative surveys collecting information about self-reported self-harm.",https://www.who.int/news-room/fact-sheets/detail/suicide,clinical_guidelines
WHO,crisis,WHO response,crisis,"The urgency to act to prevent suicides has been recognized and prioritized at the highest levels. The reduction of the suicide rate is an indicator in the UN Sustainable Development Goals (the only indicator for mental health), WHO’s General Programme of Work and WHO’s Comprehensive Mental Health Action Plan 2013–2030. The first WHO world suicide report, Preventing suicide: a global imperative, published in 2014, aimed to increase the awareness of the public health significance of suicide and suicide attempts and to make suicide prevention a high priority on the global public health agenda. It also aimed to encourage and support countries to develop or strengthen comprehensive national suicide prevention strategies through a multisectoral public health approach. In 2021, WHO launched LIVE LIFE: an implementation guide for suicide prevention in countries. Accompanying resources to support the implementation of the four key LIVE LIFE interventions have also been published including the 2024 brochure on Preventing suicide by phasing out highly hazardous pesticides to support limiting access to means, Preventing suicide: a resource for media professionals, update 2023 to encourage responsible reporting of suicide, and the Helping Adolescents Thrive toolkit to foster socio-emotional life-skills among young people. At the health sector level, suicide/self-harm is one of the priority conditions in the WHO Mental Health Gap Action Programme (mhGAP), which provides evidence-based technical guidance to scale up service provision and care in countries for mental, neurological and substance use disorders. The mhGAP Intervention Guide (‎mhGAP-IG)‎ includes a specific module for suicide and self-harm to support early identification, assessment, management and follow-up. Through the LIVE LIFE initiative, governments are encouraged and supported to implement a suite of evidence-based interventions and foundational pillars for suicide prevention.",https://www.who.int/news-room/fact-sheets/detail/suicide,clinical_guidelines
WHO,schizophrenia,Key facts,condition_info,"Schizophrenia causes psychosis, is associated with considerable disability and may affect all areas of life, including personal, family, social, educational, and occupational functioning. Stigma, discrimination, and violation of human rights of people with schizophrenia are common. More than two out of three people with psychosis in the world do not receive specialist mental health care. A range of effective care options for people with schizophrenia exists and at least one in three people with schizophrenia will be able to fully recover.",https://www.who.int/news-room/fact-sheets/detail/schizophrenia,clinical_guidelines
WHO,schizophrenia,Symptoms,condition_info,"Schizophrenia is characterised by significant impairments in the way reality is perceived and changes in behaviour related to: persistent delusions: the person has fixed beliefs that something is true, despite evidence to the contrary; persistent hallucinations: the person may hear, smell, see, touch, or feel things that are not there; experiences of influence, control or passivity: the experience that one’s feelings, impulses, actions, or thoughts are not generated by oneself, are being placed in one’s mind or withdrawn from one’s mind by others, or that one’s thoughts are being broadcast to others; disorganized thinking, which is often observed as jumbled or irrelevant speech; highly disorganised behaviour e.g. the person does things that appear bizarre or purposeless, or the person has unpredictable or inappropriate emotional responses that interfere with their ability to organise their behaviour; “negative symptoms” such as very limited speech, restricted experience and expression of emotions, inability to experience interest or pleasure, and social withdrawal; and/or extreme agitation or slowing of movements, maintenance of unusual postures. People with schizophrenia often also experience persistent difficulties with their cognitive or thinking skills, such as memory, attention, and problem-solving. At least one third of people with schizophrenia experiences complete remission of symptoms (1). Some people with schizophrenia experience worsening and remission of symptoms periodically throughout their lives, others a gradual worsening of symptoms over time.",https://www.who.int/news-room/fact-sheets/detail/schizophrenia,clinical_guidelines
WHO,schizophrenia,Magnitude and impact,condition_info,"Schizophrenia affects approximately 23 million people or 1 in 345 people (0.29%) worldwide. The rate is 1 in 233 people (0.43%) among adults (2). It is not as common as many other mental disorders. Onset is most often during late adolescence and the twenties, and onset tends to happen earlier among men than among women. Schizophrenia is frequently associated with significant distress and impairment in personal, family, social, educational, occupational, and other important areas of life. People with schizophrenia die nine years earlier than the general population (3). This is often due to physical illnesses, such as cardiovascular, metabolic, and infectious diseases. People with schizophrenia often experience human rights violations both inside mental health institutions and in community settings. Stigma against people with this condition is intense and widespread, causing social exclusion, and impacting their relationships with others, including family and friends. This contributes to discrimination, which in turn can limit access to general health care, education, housing, and employment. During humanitarian and public health emergencies, extreme stress and fear, breakdown of social supports, isolation and disruption of health-care services and supply of medication can occur. These changes can have an impact on the lives of people with schizophrenia, such as exacerbation of existing symptoms. During emergencies, people with schizophrenia are more vulnerable than others to various human rights violations, including neglect, abandonment, homelessness, abuse and exclusion.",https://www.who.int/news-room/fact-sheets/detail/schizophrenia,clinical_guidelines
WHO,schizophrenia,Causes of schizophrenia,condition_info,Research has not identified one single cause of schizophrenia. It is thought that an interaction between genes and a range of environmental factors may cause schizophrenia. Psychosocial factors may also affect the onset and course of schizophrenia. Heavy use of cannabis is associated with an elevated risk of the disorder.,https://www.who.int/news-room/fact-sheets/detail/schizophrenia,clinical_guidelines
WHO,schizophrenia,Services,condition_info,"Currently, the vast majority of people with schizophrenia around the world are not receiving mental health care. Approximately 50% of people in mental hospitals have a schizophrenia diagnosis (4). Only 29% of people with psychosis receive specialist mental health care (5). Most resources for mental health services are inefficiently spent on care within mental hospitals. There is clear evidence that mental hospitals are not effective in providing the care that people with mental health conditions need and, regularly, violate the basic human rights of persons with schizophrenia. Efforts to transfer care from mental health institutions to the community need to be expanded and accelerated. Such efforts start with the development of a range of quality community-based mental health services. Options for community-based mental health care include integration in primary health and general hospital care, community mental health centres, day centres, supported housing, and outreach services for home-based support. The engagement of the person with schizophrenia, family members and the wider community in providing support is important.",https://www.who.int/news-room/fact-sheets/detail/schizophrenia,clinical_guidelines
WHO,schizophrenia,Management and support,condition_info,"A range of effective care options for people with schizophrenia exist, and these include medication, psychoeducation, family interventions, cognitive-behavioural therapy and psychosocial rehabilitation (e.g. life skills training). Facilitated assisted living, supported housing and supported employment are essential care options that should be available for people with schizophrenia. A recovery-oriented approach – giving people agency in treatment decisions – is essential for people with schizophrenia and for their families and/or caregivers as well.",https://www.who.int/news-room/fact-sheets/detail/schizophrenia,clinical_guidelines
WHO,schizophrenia,WHO response,condition_info,"WHO’s Comprehensive Mental Health Action Plan 2013-2030 highlights the steps required to provide appropriate services for people with mental disorders including schizophrenia. A key recommendation of the Action Plan is to shift services from institutions to the community. The WHO Special Initiative for Mental Health aims to further progress towards objectives of the Comprehensive Mental Health Action Plan 2013-2030 by ensuring 100 million more people have access to quality and affordable care for mental health conditions. WHO's Mental Health Gap Action Programme (mhGAP) uses evidence-based technical guidance, tools and training packages to expand service in countries, especially in resource-poor settings. It focuses on a prioritized set of conditions, including psychosis, directing capacity building towards non-specialized health-care providers in an integrated approach that promotes mental health at all levels of care. Currently mhGAP is being implemented in more than 100 WHO Member States. The WHO QualityRights Project involves improving the quality of care and human rights conditions in mental health and social care facilities and to empower organizations to advocate for the health of people with mental health conditions and psychosocial disabilities. The WHO guidance on community mental health services and person-centred and rights-based approaches provides information and support to all stakeholders who wish to develop or transform their mental health system and services to align with international human rights standards including the UN Convention on the Rights of Persons with Disabilities.",https://www.who.int/news-room/fact-sheets/detail/schizophrenia,clinical_guidelines
WHO,bipolar,Key facts,condition_info,"Bipolar disorder is a mental health condition that affects a person’s mood, energy, activity and thought and is characterized by manic (or hypomanic) and depressive episodes. An estimated 1 in 200 (or 37 million) people live with bipolar disorder worldwide. Bipolar disorder is associated with significant disability and difficulties in many areas of life. Many people with bipolar disorder are misdiagnosed or untreated and experience discrimination and stigma. There are a range of effective care options, which combine medicines and psychosocial interventions to help people with bipolar disorder stay well.",https://www.who.int/news-room/fact-sheets/detail/bipolar-disorder,clinical_guidelines
WHO,bipolar,Overview,condition_info,"In 2021, an estimated 37 million people (or 0.5% of the global population), including approximately 34 million adults, were living with bipolar disorder (1). The condition is primarily observed among working-age people, but also in youth. While the prevalence of bipolar disorder among men and women is approximately equal, available data indicate that women are more often diagnosed. Worldwide, the treatment coverage for people with bipolar disorder is low. Both men and women are often misdiagnosed. Many lack access to services and recommended interventions, especially in low- and middle-income countries (LMICs). Stigma and discrimination against people with bipolar disorder are widespread, both in communities and health services. This can undermine access to health care. It also fuels social exclusion and can limit opportunities for education, employment and housing. Bipolar disorder is one of the leading causes of disability globally as it can affect many areas of life. People with bipolar disorder may experience strained relationships, problems at school or work, and difficulties in carrying out daily activities. Having bipolar disorder also increases the risk of suicide and of developing anxiety and substance use disorders. People with bipolar disorder are more likely to smoke, use alcohol, have a physical health condition (e.g. cardiovascular or respiratory disease), and experience difficulties in accessing health care. On average, people with bipolar disorder die on average 13 years earlier than the general population (2).",https://www.who.int/news-room/fact-sheets/detail/bipolar-disorder,clinical_guidelines
